file_name,ext,folder,property_csv_name,movie_name,url_all,url_platform,url_unique,confirmation,standerd_frame,start_time,start_frame,fin_time,fin_frame,part_time,start_match,movie_serial_num,property_serial_num,kif_ver,event_name,match_date,match_site,name_csv1p,name_csv2p,name_1p,name_2p,chara_1p,chara_2p,setting_1p,setting_2p,game_hard,game_title,rule,total_set,set_num,win_num,handicap,chain_limit,bargage_rate,margine_time,connect_num,bgm,background,puyo_skin,boost,quickdrop,fps,result,addition,DL
momo_makky_part1_07,mp4,movie,momo_makky_part1_07,momo_makky_part1_07,,youtube,Zy1Otcz56mE,next,dft_001,,,,,1,0,2,a,,,20221211,,momoken,makky,momoken,makky,2p_chara,,,,,esports,,,,,,,,,,,,aqua,,no,60.0,,,
