144027,0,,,,,,,,,,53,35,000000000000000000000000000000000007000000000000000000000000000000000000,000000,00000000,,,,,,,,0,0,0,0,0,0,,53,AB,AB,,,0,0,,,,,,,,,,,,,,,53,35,000000000000000000000000000000000007000000000000000000000000000000000000,000000,00000000,,,,,,,,0,0,0,0,0,0,,53,AB,AB,,,0,0,,,,,,,,,,,,,
144491,14,,,,,,,,,32,25,55,355000000000353000000000230000000007300000000000300000000000310000000000,,00000074,,,,,,,,7,7,0,12,12,74,,5335532333133225,BAABBACAAADAACCB,ABABABACAAADACBC,,,0,74,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,32,25,55,533130000000535000000000200000000007300000000000300000000000300000000000,,00000072,,,,,,,,7,7,0,10,10,72,,5335532333133225,BAABBACAAADAACCB,ABABABACAAADACBC,,,0,72,,,,,,,,,,L_T1_GTR03_33000001,,,
144535,15,,,,,,,,,32,25,55,355000000000353000000000230000000007300000000000300000000000310000000000,,00000074,,,,,,,,7,7,0,12,12,74,,5335532333133225,BAABBACAAADAACCB,ABABABACAAADACBC,,,0,74,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,55,52,533130000000535000000000200000000007300000000000323000000000300000000000,,00000083,,,,,,,,8,8,0,11,11,83,,533553233313322555,BAABBACAAADAACCBBB,ABABABACAAADACBCBB,,,0,83,,,,,,,,,,L_T1_GTR03_33000001,,,
144544,16,,,,,,,,,25,55,52,355000000000353000000000230000000007300000000000323000000000310000000000,,00000086,,,,,,,,8,8,0,12,12,86,,533553233313322555,BAABBACAAADAACCBBB,ABABABACAAADACBCBB,,,0,86,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,55,52,533130000000535000000000200000000007300000000000323000000000300000000000,,00000083,,,,,,,,8,8,0,11,11,83,,533553233313322555,BAABBACAAADAACCBBB,ABABABACAAADACBCBB,,,0,83,,,,,,,,,,L_T1_GTR03_33000001,,,
144585,17,,,,,,,,,25,55,52,355000000000353000000000230000000007300000000000323000000000310000000000,,00000086,,,,,,,,8,8,0,12,12,86,,533553233313322555,BAABBACAAADAACCBBB,ABABABACAAADACBCBB,,,0,86,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,55,52,33,533130000000535000000000250000000007320000000000323000000000300000000000,,00000095,,,,,,,,9,9,0,12,12,95,,53355323331332255552,BAABBACAAADAACCBBBBC,ABABABACAAADACBCBBBC,,,0,95,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144594,18,,,,,,,,,55,52,33,355000000000353000000000230000000007325000000000323000000000310000000000,,00000097,,,,,,,,9,9,0,11,11,97,,53355323331332255552,BAABBACAAADAACCBBBBC,ABABABACAAADACBCBBBC,,,0,97,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,55,52,33,533130000000535000000000250000000007320000000000323000000000300000000000,,00000095,,,,,,,,9,9,0,12,12,95,,53355323331332255552,BAABBACAAADAACCBBBBC,ABABABACAAADACBCBBBC,,,0,95,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144637,19,,,,,,,,,55,52,33,355000000000353000000000230000000007325000000000323000000000310000000000,,00000097,,,,,,,,9,9,0,11,11,97,,53355323331332255552,BAABBACAAADAACCBBBBC,ABABABACAAADACBCBBBC,,,0,97,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,33,52,533130000000535000000000250000000007320000000000323000000000355000000000,,00000106,,,,,,,,10,10,0,11,11,106,,5335532333133225555233,BAABBACAAADAACCBBBBCAA,ABABABACAAADACBCBBBCAA,,,0,106,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144640,20,,,,,,,,,52,33,52,355000000000353000000000230000000007325000000000323550000000310000000000,,00000107,,,,,,,,10,10,0,10,10,107,,5335532333133225555233,BAABBACAAADAACCBBBBCAA,ABABABACAAADACBCBBBCAA,,,0,107,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,33,52,533130000000535000000000250000000007320000000000323000000000355000000000,,00000106,,,,,,,,10,10,0,11,11,106,,5335532333133225555233,BAABBACAAADAACCBBBBCAA,ABABABACAAADACBCBBBCAA,,,0,106,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144684,22,,,,,,,,,33,52,25,355000000000353000000000232500000007325000000000323550000000310000000000,,00000116,,,,,,,,11,11,0,9,9,116,,533553233313322555523352,BAABBACAAADAACCBBBBCAABC,ABABABACAAADACBCBBBCAABC,,,0,116,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,33,52,25,533130000000535000000000252000000007325000000000323000000000355000000000,,00000117,,,,,,,,11,11,0,11,11,117,,533553233313322555523352,BAABBACAAADAACCBBBBCAABC,ABABABACAAADACBCBBBCAABC,,,0,117,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144730,23,,,,,,,,,52,25,52,355330000000353000000000232500000007325000000000323550000000310000000000,,00000125,,,,,,,,12,12,0,9,9,125,,53355323331332255552335225,BAABBACAAADAACCBBBBCAABCCB,ABABABACAAADACBCBBBCAABCBC,,,0,125,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,33,52,25,533130000000535000000000252000000007325000000000323000000000355000000000,,00000117,,,,,,,,11,11,0,11,11,117,,533553233313322555523352,BAABBACAAADAACCBBBBCAABC,ABABABACAAADACBCBBBCAABC,,,0,117,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144731,24,,,,,,,,,52,25,52,355330000000353000000000232500000007325000000000323550000000310000000000,,00000125,,,,,,,,12,12,0,9,9,125,,53355323331332255552335225,BAABBACAAADAACCBBBBCAABCCB,ABABABACAAADACBCBBBCAABCBC,,,0,125,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,25,52,533130000000535000000000252000000007325000000000323000000000355330000000,,00000126,,,,,,,,12,12,0,9,9,126,,53355323331332255552335225,BAABBACAAADAACCBBBBCAABCCB,ABABABACAAADACBCBBBCAABCBC,,,0,126,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144778,25,,,,,,,,,25,52,12,355330000000353250000000232500000007325000000000323550000000310000000000,,00000134,,,,,,,,13,13,0,9,9,134,,5335532333133225555233522552,BAABBACAAADAACCBBBBCAABCCBBC,ABABABACAAADACBCBBBCAABCBCBC,,,0,134,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,25,52,533130000000535000000000252000000007325000000000323000000000355330000000,,00000126,,,,,,,,12,12,0,9,9,126,,53355323331332255552335225,BAABBACAAADAACCBBBBCAABCCB,ABABABACAAADACBCBBBCAABCBC,,,0,126,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144800,26,,,,,,,,,25,52,12,355330000000353250000000232500000007325000000000323550000000310000000000,,00000134,,,,,,,,13,13,0,9,9,134,,5335532333133225555233522552,BAABBACAAADAACCBBBBCAABCCBBC,ABABABACAAADACBCBBBCAABCBCBC,,,0,134,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,52,12,533130000000535000000000252000000007325000000000323500000000355332000000,,00000134,,,,,,,,13,13,0,8,8,134,,5335532333133225555233522552,BAABBACAAADAACCBBBBCAABCCBBC,ABABABACAAADACBCBBBCAABCBCBC,,,0,134,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144822,27,,,,,,,,,52,12,52,355335200000353250000000232500000007325000000000323550000000310000000000,,00000142,,,,,,,,14,14,0,8,8,142,,533553233313322555523352255212,BAABBACAAADAACCBBBBCAABCCBBCDC,ABABABACAAADACBCBBBCAABCBCBCCD,,,0,142,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,52,12,533130000000535000000000252000000007325000000000323500000000355332000000,,00000134,,,,,,,,13,13,0,8,8,134,,5335532333133225555233522552,BAABBACAAADAACCBBBBCAABCCBBC,ABABABACAAADACBCBBBCAABCBCBC,,,0,134,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144843,28,,,,,,,,,52,12,52,355335200000353250000000232500000007325000000000323550000000310000000000,,00000142,,,,,,,,14,14,0,8,8,142,,533553233313322555523352255212,BAABBACAAADAACCBBBBCAABCCBBCDC,ABABABACAAADACBCBBBCAABCBCBCCD,,,0,142,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,12,52,533130000000535000000000252000000007325000000000323500000000355332250000,,00000141,,,,,,,,14,14,0,7,7,141,,533553233313322555523352255212,BAABBACAAADAACCBBBBCAABCCBBCDC,ABABABACAAADACBCBBBCAABCBCBCCD,,,0,141,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144888,29,,,,,,,,,12,52,12,355335220000353255000000232500000007325000000000323550000000310000000000,,00000147,,,,,,,,15,15,0,5,5,147,,53355323331332255552335225521252,BAABBACAAADAACCBBBBCAABCCBBCDCBC,ABABABACAAADACBCBBBCAABCBCBCCDBC,,,0,147,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,12,52,533130000000535000000000252000000007325000000000323500000000355332250000,,00000141,,,,,,,,14,14,0,7,7,141,,533553233313322555523352255212,BAABBACAAADAACCBBBBCAABCCBBCDC,ABABABACAAADACBCBBBCAABCBCBCCD,,,0,141,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144915,30,,,,,,,,,12,52,12,355335220000353255000000232500000007325000000000323550000000310000000000,,00000147,,,,,,,,15,15,0,5,5,147,,53355323331332255552335225521252,BAABBACAAADAACCBBBBCAABCCBBCDCBC,ABABABACAAADACBCBBBCAABCBCBCCDBC,,,0,147,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,12,52,12,533130000000535000000000252000000007325000000000323520000000355332255000,,00000146,,,,,,,,15,15,0,5,5,146,,53355323331332255552335225521252,BAABBACAAADAACCBBBBCAABCCBBCDCBC,ABABABACAAADACBCBBBCAABCBCBCCDBC,,,0,146,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144950,31,,,,,,,,,52,12,25,355335220000353255000000232520000007325100000000323550000000310000000000,,00000156,,,,,,,,16,16,0,9,9,156,,5335532333133225555233522552125212,BAABBACAAADAACCBBBBCAABCCBBCDCBCDC,ABABABACAAADACBCBBBCAABCBCBCCDBCCD,,,0,156,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,12,52,12,533130000000535000000000252000000007325000000000323520000000355332255000,,00000146,,,,,,,,15,15,0,5,5,146,,53355323331332255552335225521252,BAABBACAAADAACCBBBBCAABCCBBCDCBC,ABABABACAAADACBCBBBCAABCBCBCCDBC,,,0,146,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144959,32,,,,,,,,,52,12,25,355335220000353255000000232520000007325100000000323550000000310000000000,,00000156,,,,,,,,16,16,0,9,9,156,,5335532333133225555233522552125212,BAABBACAAADAACCBBBBCAABCCBBCDCBCDC,ABABABACAAADACBCBBBCAABCBCBCCDBCCD,,,0,156,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,12,25,533130000000535000000000252100000007325200000000323520000000355332255000,,00000156,,,,,,,,16,16,0,10,10,156,,5335532333133225555233522552125212,BAABBACAAADAACCBBBBCAABCCBBCDCBCDC,ABABABACAAADACBCBBBCAABCBCBCCDBCCD,,,0,156,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144988,33,,,,,,,,,12,25,52,355335220000353255000000232522500007325100000000323550000000310000000000,,00000163,,,,,,,,17,17,0,7,7,163,,533553233313322555523352255212521225,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBC,,,0,163,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,12,25,533130000000535000000000252100000007325200000000323520000000355332255000,,00000156,,,,,,,,16,16,0,10,10,156,,5335532333133225555233522552125212,BAABBACAAADAACCBBBBCAABCCBBCDCBCDC,ABABABACAAADACBCBBBCAABCBCBCCDBCCD,,,0,156,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
144999,34,,,,,,,,,12,25,52,355335220000353255000000232522500007325100000000323550000000310000000000,,00000163,,,,,,,,17,17,0,7,7,163,,533553233313322555523352255212521225,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBC,,,0,163,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,12,25,52,533130000000535000000000252125000007325200000000323520000000355332255000,,00000164,,,,,,,,17,17,0,8,8,164,,533553233313322555523352255212521225,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBC,,,0,164,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,
145045,35,,,,,,,,,12,25,52,355335220000353255000000232522500007325100000000323550000000310000000000,,00000163,,,,,,,,17,17,0,7,7,163,,533553233313322555523352255212521225,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBC,,,0,163,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,52,33,533130000000535120000000252125000007325200000000323520000000355332255000,,00000174,,,,,,,,18,18,0,10,10,174,,53355323331332255552335225521252122552,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBC,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBC,,,0,174,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145055,36,,,,,,,,,25,52,33,355335220000353255000000232522500007325120000000323551000000310000000000,,00000171,,,,,,,,18,18,0,8,8,171,,53355323331332255552335225521252122552,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBC,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBC,,,0,171,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,52,33,533130000000535120000000252125000007325200000000323520000000355332255000,,00000174,,,,,,,,18,18,0,10,10,174,,53355323331332255552335225521252122552,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBC,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBC,,,0,174,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145096,37,,,,,,,,,52,33,25,355335220000353255250000232522500007325120000000323551000000310000000000,,00000178,,,,,,,,19,19,0,7,7,178,,5335532333133225555233522552125212255233,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAA,,,0,178,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,52,33,533130000000535120000000252125000007325200000000323520000000355332255000,,00000174,,,,,,,,18,18,0,10,10,174,,53355323331332255552335225521252122552,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBC,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBC,,,0,174,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145098,38,,,,,,,,,52,33,25,355335220000353255250000232522500007325120000000323551000000310000000000,,00000178,,,,,,,,19,19,0,7,7,178,,5335532333133225555233522552125212255233,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAA,,,0,178,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,33,25,533135200000535120000000252125000007325200000000323520000000355332255000,,00000182,,,,,,,,19,19,0,8,8,182,,5335532333133225555233522552125212255233,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAA,,,0,182,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145131,39,,,,,,,,,33,25,13,355335220000353255250000232522552007325120000000323551000000310000000000,,00000184,,,,,,,,20,20,0,6,6,184,,533553233313322555523352255212521225523325,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABC,,,0,184,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,52,33,25,533135200000535120000000252125000007325200000000323520000000355332255000,,00000182,,,,,,,,19,19,0,8,8,182,,5335532333133225555233522552125212255233,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAA,,,0,182,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145139,40,,,,,,,,,33,25,13,355335220000353255250000232522552007325120000000323551000000310000000000,,00000184,,,,,,,,20,20,0,6,6,184,,533553233313322555523352255212521225523325,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABC,,,0,184,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,33,25,13,533135200000535125200000252125000007325200000000323520000000355332255000,,00000190,,,,,,,,20,20,0,8,8,190,,533553233313322555523352255212521225523325,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABC,,,0,190,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145172,41,,,,,,,,,25,13,21,355335220000353255250000232522552007325120000000323551330000310000000000,,00000190,,,,,,,,21,21,0,6,6,190,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,0,190,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,33,25,13,533135200000535125200000252125000007325200000000323520000000355332255000,,00000190,,,,,,,,20,20,0,8,8,190,,533553233313322555523352255212521225523325,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABC,,,0,190,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145199,42,,,,,,,,,25,13,21,355335220000353255250000232522552007325120000000323551330000310000000000,,00000190,,,,,,,,21,21,0,6,6,190,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,0,190,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,13,21,533135200000535125200000252125000007325230000000323523000000355332255000,,00000198,,,,,,,,21,21,0,8,8,198,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,0,198,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145227,43,,,,,,,,,,13,21,355335220000353255250000232522552007325122000000323551335000310000000000,,bb40abb1,,,,,,,,22,0,1,bb40abb1,40,230,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,1,230,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,25,13,21,533135200000535125200000252125000007325230000000323523000000355332255000,,00000198,,,,,,,,21,21,0,8,8,198,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,0,198,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145243,44,,,,,,,,,,13,21,355335220000353255250000232522552007325122000000323551335000310000000000,,bb40abb1,,,,,,,,22,0,1,bb40abb1,40,230,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,1,230,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,13,21,55,533135200000535125200000252125000007325230000000323523250000355332255000,,00000205,,,,,,,,22,22,0,7,7,205,,5335532333133225555233522552125212255233251321,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDACD,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCADCD,,,0,205,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145283,45,,,,,,,,,,13,21,355335220000353255250000232522552007325122000000323551335000310000000000,,bb40abb1,,,,,,,,22,0,1,bb40abb1,40,230,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,1,230,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,21,55,15,533135210000535125230000252125000007325230000000323523250000355332255000,,00000211,,,,,,,,23,23,0,6,6,211,,533553233313322555523352255212521225523325132155,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDACDBB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCADCDBB,,,0,211,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
145308,46,,,,,,,,,,13,21,355335220000353255250000232555200007325100000000323551335000310000000000,,b100ab14,,,,,,,,23,0,2,b100ab14,1400,1630,,53355323331332255552335225521252122552332513,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDA,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCAD,,,2,1630,,,,,L_T1_GTR___standard,,,,,L_T1_GTR03_33000001,,,,21,55,15,533135210000535125230000252125000007325230000000323523250000355332255000,,00000211,,,,,,,,23,23,0,6,6,211,,533553233313322555523352255212521225523325132155,BAABBACAAADAACCBBBBCAABCCBBCDCBCDCCBBCAACBDACDBB,ABABABACAAADACBCBBBCAABCBCBCCDBCCDBCBCAABCADCDBB,,,0,211,,,,,L_T1_GTR___standard/L_T1_GTR___zabuton_,,,,,L_T1_GTR03_33000001,,,
